OCCUR_DATE,BORO,STATISTICAL_MURDER_FLAG,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,Latitude,Longitude
8/20/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.70855388,-73.94594122
8/20/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.67541832,-73.93753997
8/20/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.703595,-73.94433284
8/18/2013,BROOKLYN,TRUE,18-24,M,BLACK,40.66405677,-73.88811023
8/18/2013,MANHATTAN,FALSE,25-44,M,BLACK,40.80253983,-73.95493736
8/18/2013,QUEENS,FALSE,18-24,M,BLACK,40.6981585,-73.79508534
8/18/2013,QUEENS,FALSE,25-44,M,BLACK,40.68004774,-73.7759092
8/18/2013,QUEENS,FALSE,45-64,F,BLACK,40.68004774,-73.7759092
8/18/2013,BRONX,FALSE,18-24,M,BLACK,40.83417784,-73.92778475
8/18/2013,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.8793255,-73.87487685
8/18/2013,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.8793255,-73.87487685
8/18/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.8793255,-73.87487685
8/18/2013,MANHATTAN,FALSE,<18,M,WHITE HISPANIC,40.80111569,-73.95253323
8/18/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.8793255,-73.87487685
8/18/2013,MANHATTAN,FALSE,<18,M,WHITE HISPANIC,40.80111569,-73.95253323
8/18/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.80750629,-73.92405985
8/17/2013,MANHATTAN,FALSE,25-44,F,BLACK,40.81373848,-73.94495263
8/17/2013,QUEENS,FALSE,<18,M,BLACK,40.6840511,-73.75461908
8/17/2013,QUEENS,FALSE,25-44,M,BLACK,40.70443503,-73.89378071
8/17/2013,QUEENS,FALSE,18-24,M,BLACK,40.6840511,-73.75461908
8/16/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66276879,-73.90753042
8/16/2013,BRONX,FALSE,18-24,M,BLACK,40.85867678,-73.90592025
8/16/2013,BRONX,FALSE,45-64,M,BLACK,40.83855082,-73.90939779
8/16/2013,BRONX,FALSE,18-24,M,BLACK,40.81484801,-73.89908087
8/16/2013,BRONX,FALSE,25-44,M,BLACK,40.86008507,-73.89363019
8/16/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.86906078,-73.90224339
8/16/2013,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.70370632,-73.94325706
8/15/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.67428885,-73.91669204
8/15/2013,BROOKLYN,FALSE,<18,M,BLACK,40.67428885,-73.91669204
8/15/2013,BROOKLYN,TRUE,18-24,M,BLACK,40.59372081,-73.98320456
8/15/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.59372081,-73.98320456
8/15/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66794414,-73.87604456
8/15/2013,BROOKLYN,TRUE,25-44,M,BLACK,40.59372081,-73.98320456
8/15/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.66794414,-73.87604456
8/15/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.59372081,-73.98320456
8/15/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.6656858,-73.89861874
8/15/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.64660663,-73.91104063
8/15/2013,MANHATTAN,FALSE,25-44,M,BLACK,40.80732345,-73.94941909
8/14/2013,BRONX,FALSE,18-24,M,BLACK,40.82179934,-73.91937141
8/14/2013,MANHATTAN,FALSE,18-24,M,BLACK,40.81098122,-73.94902142
8/13/2013,BRONX,FALSE,25-44,M,BLACK,40.83852994,-73.92618626
8/13/2013,BRONX,TRUE,18-24,M,BLACK HISPANIC,40.83270093,-73.8684647
8/13/2013,MANHATTAN,FALSE,25-44,M,BLACK HISPANIC,40.82065354,-73.95636148
8/13/2013,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.84122315,-73.92076414
8/13/2013,MANHATTAN,FALSE,45-64,M,WHITE HISPANIC,40.82065354,-73.95636148
8/12/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.67244801,-73.93217496
8/12/2013,BROOKLYN,FALSE,<18,M,BLACK,40.6977743,-73.94099418
8/12/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.67460053,-73.93861302
8/12/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66717829,-73.91885968
8/12/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.64854024,-73.94932932
8/12/2013,BRONX,TRUE,25-44,M,BLACK HISPANIC,40.90277162,-73.85094639
8/12/2013,QUEENS,FALSE,<18,M,WHITE HISPANIC,40.7421883,-73.85087034
8/11/2013,BRONX,TRUE,25-44,M,BLACK,40.83407,-73.87954619
8/11/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.66713489,-73.86697872
8/11/2013,QUEENS,FALSE,18-24,M,BLACK,40.68730825,-73.79346702
8/11/2013,BRONX,FALSE,25-44,M,BLACK,40.82573457,-73.92318993
8/11/2013,BRONX,FALSE,<18,M,BLACK,40.83364999,-73.90573114
8/11/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.68241961,-73.91849523
8/11/2013,QUEENS,FALSE,25-44,M,BLACK,40.67346329,-73.8045032
8/11/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.65267399,-73.93243495
8/11/2013,QUEENS,FALSE,18-24,M,BLACK,40.68856056,-73.781917
8/11/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.65267399,-73.93243495
8/11/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.66605518,-73.9176143
8/11/2013,QUEENS,FALSE,18-24,F,BLACK,40.6791261,-73.77391629
8/11/2013,MANHATTAN,FALSE,18-24,M,BLACK,40.81366212,-73.9486274
8/10/2013,STATEN ISLAND,FALSE,18-24,M,BLACK,40.64257326,-74.08652507
8/10/2013,BRONX,TRUE,25-44,M,BLACK,40.88682986,-73.85086166
8/10/2013,QUEENS,FALSE,25-44,M,BLACK,40.77706461,-73.93540012
8/10/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.68053233,-73.91535903
8/10/2013,BROOKLYN,FALSE,<18,M,BLACK,40.68593572,-73.94007844
8/10/2013,BROOKLYN,FALSE,25-44,M,BLACK HISPANIC,40.70570858,-73.92372609
8/10/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.84457212,-73.91751723
8/9/2013,BROOKLYN,TRUE,18-24,M,BLACK,40.69344519,-73.97782755
8/8/2013,BRONX,FALSE,25-44,M,BLACK,40.83547373,-73.85531131
8/6/2013,MANHATTAN,FALSE,18-24,M,BLACK,40.81478785,-73.95750016
8/6/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.69522567,-73.97621251
8/6/2013,BRONX,FALSE,25-44,M,WHITE,40.87013983,-73.88884095
8/5/2013,BROOKLYN,TRUE,45-64,M,WHITE,40.64975582,-73.95038024
8/4/2013,STATEN ISLAND,FALSE,18-24,M,BLACK,40.64134611,-74.08682976
8/4/2013,BRONX,FALSE,25-44,M,BLACK,40.82227104,-73.91169778
8/4/2013,MANHATTAN,FALSE,18-24,M,BLACK,40.81591308,-73.94514931
8/3/2013,BRONX,TRUE,18-24,M,BLACK,40.8598187,-73.90030571
8/3/2013,QUEENS,FALSE,<18,F,BLACK,40.60666426,-73.75615095
8/3/2013,BROOKLYN,TRUE,25-44,M,BLACK,40.68577118,-73.92193569
8/3/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.64612364,-73.90477786
8/3/2013,QUEENS,TRUE,25-44,M,WHITE HISPANIC,40.7072262,-73.797704
8/3/2013,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.7072262,-73.797704
8/2/2013,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.75964377,-73.86451649
8/1/2013,BROOKLYN,FALSE,45-64,M,BLACK,40.67464178,-73.92318256
7/31/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.67493561,-74.00756697
7/31/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.85712675,-73.89906778
7/30/2013,BRONX,FALSE,25-44,M,BLACK,40.88412413,-73.84896796
7/30/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.69305817,-73.94004567
7/30/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.84215174,-73.8853752
7/29/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.68326216,-73.98363429
7/29/2013,MANHATTAN,FALSE,<18,M,WHITE HISPANIC,40.82247587,-73.9547344
7/28/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.68993178,-73.93792934
7/28/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.68727687,-73.92842881
7/28/2013,MANHATTAN,FALSE,45-64,M,BLACK,40.81304511,-73.94626118
7/28/2013,MANHATTAN,FALSE,25-44,M,BLACK,40.81388556,-73.95109216
7/28/2013,MANHATTAN,FALSE,18-24,M,BLACK HISPANIC,40.82096456,-73.94147907
7/28/2013,STATEN ISLAND,FALSE,18-24,M,WHITE,40.62318838,-74.14923769
7/28/2013,STATEN ISLAND,FALSE,18-24,M,WHITE,40.61287459,-74.07275424
7/28/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.86906078,-73.90224339
7/28/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.86906078,-73.90224339
7/28/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.80138733,-73.91258693
7/27/2013,BROOKLYN,TRUE,<18,M,BLACK,40.68057791,-73.95246489
7/27/2013,BROOKLYN,FALSE,25-44,F,BLACK,40.57283864,-73.99543401
7/27/2013,BRONX,FALSE,25-44,M,BLACK HISPANIC,40.83072233,-73.82712606
7/27/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.81418101,-73.92121337
7/26/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66592604,-73.9254653
7/24/2013,BRONX,FALSE,18-24,M,BLACK,40.84308709,-73.89798245
7/24/2013,QUEENS,TRUE,25-44,M,BLACK,40.68969183,-73.80538008
7/24/2013,MANHATTAN,FALSE,25-44,M,WHITE HISPANIC,40.84505265,-73.93765381
7/23/2013,MANHATTAN,TRUE,18-24,F,BLACK,40.80985896,-73.93562432
7/23/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.57544324,-73.98779566
7/23/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.65838017,-73.88618497
7/22/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.6650739,-73.88742884
7/21/2013,BRONX,FALSE,18-24,M,BLACK,40.88614179,-73.84499624
7/21/2013,BROOKLYN,FALSE,<18,M,BLACK,40.66269413,-73.88830693
7/21/2013,BROOKLYN,TRUE,<18,M,BLACK,40.66269413,-73.88830693
7/21/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.66269413,-73.88830693
7/21/2013,BROOKLYN,TRUE,18-24,M,BLACK,40.66269413,-73.88830693
7/21/2013,QUEENS,FALSE,25-44,M,BLACK,40.69533495,-73.78927292
7/21/2013,BROOKLYN,FALSE,25-44,F,BLACK,40.66967101,-73.92964856
7/21/2013,QUEENS,FALSE,45-64,M,BLACK,40.67998074,-73.77623391
7/21/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66967101,-73.92964856
7/21/2013,MANHATTAN,FALSE,25-44,M,BLACK,40.79513028,-73.94417866
7/21/2013,QUEENS,FALSE,18-24,F,BLACK,40.6790986,-73.76053653
7/21/2013,BROOKLYN,FALSE,45-64,M,BLACK,40.66967101,-73.92964856
7/21/2013,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.675616,-73.92665701
7/21/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.82771702,-73.89089308
7/20/2013,BRONX,FALSE,18-24,M,BLACK,40.82406553,-73.90258454
7/20/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66441682,-73.89102344
7/20/2013,BRONX,FALSE,25-44,M,BLACK,40.87862132,-73.84946141
7/20/2013,STATEN ISLAND,FALSE,25-44,F,BLACK,40.61549182,-74.08165668
7/20/2013,STATEN ISLAND,TRUE,18-24,M,BLACK,40.61549182,-74.08165668
7/20/2013,STATEN ISLAND,TRUE,25-44,F,BLACK,40.61549182,-74.08165668
7/20/2013,STATEN ISLAND,FALSE,25-44,M,BLACK,40.63696283,-74.11755085
7/20/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66441682,-73.89102344
7/20/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66441682,-73.89102344
7/20/2013,STATEN ISLAND,FALSE,18-24,M,BLACK,40.61549182,-74.08165668
7/20/2013,QUEENS,FALSE,18-24,M,BLACK,40.68651927,-73.76814593
7/20/2013,QUEENS,FALSE,25-44,M,BLACK,40.59749197,-73.76326838
7/20/2013,MANHATTAN,FALSE,25-44,M,BLACK,40.80905538,-73.9594344
7/20/2013,QUEENS,FALSE,18-24,M,BLACK,40.76015069,-73.89662295
7/20/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.82406553,-73.90258454
7/20/2013,BROOKLYN,FALSE,25-44,F,WHITE HISPANIC,40.69737806,-73.91784291
7/20/2013,BROOKLYN,FALSE,45-64,F,WHITE HISPANIC,40.69737806,-73.91784291
7/20/2013,BROOKLYN,FALSE,45-64,M,WHITE HISPANIC,40.69737806,-73.91784291
7/20/2013,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.69737806,-73.91784291
7/19/2013,MANHATTAN,TRUE,18-24,M,BLACK,40.72399577,-73.97581441
7/19/2013,QUEENS,FALSE,<18,M,BLACK,40.67058327,-73.78865493
7/18/2013,QUEENS,FALSE,25-44,M,BLACK,40.60628977,-73.75421927
7/18/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.62851667,-73.94138505
7/17/2013,STATEN ISLAND,FALSE,18-24,M,BLACK,40.63807506,-74.13797659
7/17/2013,QUEENS,FALSE,25-44,M,BLACK,40.67905337,-73.74701534
7/17/2013,STATEN ISLAND,FALSE,18-24,M,BLACK,40.63807506,-74.13797659
7/17/2013,BROOKLYN,FALSE,18-24,M,WHITE,40.70314622,-73.94163839
7/16/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.69465917,-73.97861622
7/15/2013,BRONX,TRUE,18-24,M,BLACK HISPANIC,40.87060036,-73.89024669
7/14/2013,BRONX,FALSE,18-24,M,BLACK,40.83594085,-73.88646463
7/14/2013,BROOKLYN,FALSE,65+,M,BLACK,40.65669264,-73.92989786
7/14/2013,QUEENS,FALSE,25-44,F,BLACK,40.69612766,-73.78985148
7/14/2013,BRONX,TRUE,25-44,M,WHITE HISPANIC,40.81144668,-73.91618508
7/14/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.83594085,-73.88646463
7/13/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.65950368,-73.94904842
7/13/2013,BROOKLYN,FALSE,18-24,F,BLACK,40.65950368,-73.94904842
7/13/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.65950368,-73.94904842
7/13/2013,BROOKLYN,FALSE,18-24,F,BLACK,40.65950368,-73.94904842
7/13/2013,QUEENS,FALSE,18-24,M,BLACK,40.5951344,-73.75125141
7/13/2013,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.57283864,-73.99543401
7/12/2013,BRONX,TRUE,25-44,M,BLACK,40.84816073,-73.90480583
7/12/2013,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.69304924,-73.9244397
7/11/2013,BRONX,FALSE,18-24,M,BLACK,40.8209543,-73.86622279
7/11/2013,BRONX,FALSE,25-44,F,WHITE HISPANIC,40.8209543,-73.86622279
7/11/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.8209543,-73.86622279
7/10/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.67790731,-73.91078481
7/10/2013,QUEENS,FALSE,18-24,M,BLACK,40.69533495,-73.78927292
7/10/2013,BROOKLYN,FALSE,45-64,M,BLACK,40.67901766,-73.92418205
7/10/2013,MANHATTAN,FALSE,25-44,F,BLACK,40.82154962,-73.94286483
7/9/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.65128565,-73.94002668
7/9/2013,BRONX,FALSE,18-24,M,BLACK,40.87985887,-73.86341923
7/9/2013,BRONX,FALSE,<18,M,BLACK,40.87985887,-73.86341923
7/9/2013,BRONX,FALSE,18-24,M,BLACK,40.85938116,-73.90679705
7/9/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.87013983,-73.88884095
7/8/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.83512668,-73.92286198
7/7/2013,BRONX,FALSE,<18,M,BLACK,40.88425045,-73.84927869
7/7/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.65126064,-73.94049227
7/7/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.68573071,-73.93859061
7/7/2013,QUEENS,FALSE,18-24,M,BLACK,40.7730314,-73.93375114
7/7/2013,BRONX,FALSE,18-24,M,BLACK,40.81794145,-73.84778593
7/7/2013,BROOKLYN,FALSE,<18,F,BLACK,40.68573071,-73.93859061
7/7/2013,MANHATTAN,TRUE,25-44,M,BLACK,40.82746244,-73.93919174
7/7/2013,QUEENS,FALSE,25-44,M,BLACK,40.75771796,-73.8641687
7/7/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.69576992,-73.97825366
7/7/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.84207863,-73.87851159
7/6/2013,BROOKLYN,TRUE,<18,M,BLACK,40.6985439,-73.94983723
7/6/2013,BROOKLYN,FALSE,<18,M,BLACK,40.6985439,-73.94983723
7/6/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.63318562,-73.92307287
7/6/2013,BROOKLYN,FALSE,18-24,M,BLACK HISPANIC,40.6985439,-73.94983723
7/6/2013,BROOKLYN,TRUE,18-24,M,BLACK HISPANIC,40.6985439,-73.94983723
7/6/2013,MANHATTAN,FALSE,<18,M,BLACK HISPANIC,40.84812561,-73.93088529
7/5/2013,QUEENS,FALSE,18-24,M,BLACK,40.67998074,-73.77623391
7/5/2013,BROOKLYN,FALSE,18-24,F,BLACK,40.68291112,-73.95008312
7/5/2013,MANHATTAN,FALSE,<18,M,BLACK,40.81173357,-73.95180473
7/5/2013,BROOKLYN,TRUE,25-44,M,BLACK,40.68447097,-73.93978748
7/5/2013,BRONX,TRUE,25-44,M,BLACK,40.82308999,-73.90298906
7/5/2013,BRONX,FALSE,25-44,M,BLACK,40.82616339,-73.87115327
7/5/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.59401906,-73.96085432
7/5/2013,BRONX,FALSE,25-44,M,BLACK,40.8682464,-73.88868819
7/5/2013,MANHATTAN,FALSE,18-24,M,BLACK,40.81575054,-73.93975
7/5/2013,QUEENS,FALSE,18-24,M,BLACK,40.60194431,-73.74874843
7/5/2013,BRONX,FALSE,25-44,M,BLACK,40.87307826,-73.85040323
7/5/2013,BROOKLYN,FALSE,25-44,M,WHITE,40.68291112,-73.95008312
7/5/2013,BRONX,FALSE,<18,M,WHITE HISPANIC,40.81429882,-73.89972881
7/4/2013,BROOKLYN,FALSE,25-44,M,ASIAN / PACIFIC ISLANDER,40.67009832,-73.87403875
7/4/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.63711535,-73.92881995
7/4/2013,BROOKLYN,FALSE,45-64,M,BLACK,40.69302985,-73.91625754
7/4/2013,QUEENS,FALSE,18-24,M,BLACK,40.76272507,-73.94931984
7/4/2013,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.65139086,-73.96020125
7/2/2013,BRONX,FALSE,18-24,F,BLACK,40.90538927,-73.84948489
7/2/2013,MANHATTAN,TRUE,25-44,M,BLACK,40.82194167,-73.93873454
7/2/2013,MANHATTAN,FALSE,18-24,M,BLACK,40.80165338,-73.94985819
7/2/2013,BRONX,FALSE,18-24,F,BLACK,40.90538927,-73.84948489
7/1/2013,BRONX,TRUE,18-24,M,BLACK,40.83555656,-73.88828371
7/1/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.69280226,-73.98816837
7/1/2013,BROOKLYN,TRUE,25-44,M,BLACK,40.69867831,-73.94006767
7/1/2013,BRONX,FALSE,<18,M,BLACK,40.87680562,-73.84469776
7/1/2013,MANHATTAN,FALSE,45-64,M,WHITE,40.76255473,-73.98963895
6/30/2013,MANHATTAN,FALSE,25-44,M,BLACK,40.80170422,-73.95295902
6/30/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.64550491,-73.92776193
6/30/2013,BROOKLYN,FALSE,25-44,F,BLACK,40.64550491,-73.92776193
6/30/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.64550491,-73.92776193
6/30/2013,BROOKLYN,FALSE,25-44,F,BLACK,40.64550491,-73.92776193
6/30/2013,QUEENS,FALSE,25-44,M,BLACK,40.67998074,-73.77623391
6/30/2013,BRONX,FALSE,25-44,M,BLACK,40.87344908,-73.85407363
6/29/2013,QUEENS,FALSE,18-24,M,BLACK,40.60840048,-73.75560754
6/29/2013,MANHATTAN,FALSE,45-64,F,BLACK,40.83899892,-73.93755784
6/29/2013,QUEENS,FALSE,<18,M,BLACK,40.68471186,-73.75263129
6/29/2013,QUEENS,FALSE,25-44,M,BLACK,40.70861384,-73.76355591
6/29/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.64007244,-73.95520426
6/29/2013,BRONX,FALSE,25-44,M,BLACK,40.8121707,-73.92511932
6/29/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.82781672,-73.91722251
6/29/2013,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.75809821,-73.82880937
6/29/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.8873335,-73.8472482
6/28/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.63935419,-73.95537071
6/28/2013,BROOKLYN,TRUE,25-44,M,BLACK,40.67801502,-73.94973482
6/28/2013,BRONX,FALSE,25-44,M,BLACK,40.83394142,-73.92013748
6/28/2013,BROOKLYN,FALSE,25-44,M,WHITE,40.68723725,-73.9222159
6/27/2013,BROOKLYN,FALSE,45-64,M,ASIAN / PACIFIC ISLANDER,40.61529297,-73.97993066
6/27/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.83960748,-73.86920999
6/27/2013,BROOKLYN,TRUE,25-44,M,WHITE HISPANIC,40.69001325,-73.9069193
6/26/2013,BRONX,TRUE,18-24,M,BLACK,40.82603575,-73.89898034
6/25/2013,MANHATTAN,FALSE,25-44,F,BLACK,40.82007151,-73.94032709
6/25/2013,BROOKLYN,TRUE,25-44,M,BLACK,40.67081798,-73.93510873
6/25/2013,BRONX,FALSE,25-44,M,BLACK,40.87322221,-73.8670973
6/25/2013,BROOKLYN,TRUE,18-24,M,BLACK,40.68011888,-73.9222064
6/25/2013,QUEENS,TRUE,25-44,M,BLACK,40.75304803,-73.86225828
6/25/2013,BRONX,TRUE,18-24,M,BLACK HISPANIC,40.8241311,-73.89048909
6/25/2013,BROOKLYN,FALSE,25-44,M,BLACK HISPANIC,40.64718739,-73.96107335
6/25/2013,BROOKLYN,FALSE,18-24,M,WHITE,40.67094705,-73.92109057
6/25/2013,QUEENS,FALSE,18-24,M,WHITE HISPANIC,40.69633986,-73.89543333
6/24/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.67120152,-73.95037758
6/24/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66820873,-73.90310122
6/24/2013,STATEN ISLAND,FALSE,18-24,M,WHITE HISPANIC,40.63680477,-74.13669556
6/24/2013,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.70443503,-73.89378071
6/23/2013,BRONX,FALSE,45-64,M,ASIAN / PACIFIC ISLANDER,40.83784212,-73.91962775
6/23/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.57634217,-73.98742472
6/23/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.57634217,-73.98742472
6/23/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.57634217,-73.98742472
6/23/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.66276879,-73.90753042
6/23/2013,MANHATTAN,FALSE,25-44,M,BLACK,40.82260706,-73.94434529
6/23/2013,BRONX,FALSE,25-44,M,BLACK,40.86274678,-73.9036841
6/23/2013,BRONX,FALSE,18-24,M,BLACK,40.84823444,-73.92269293
6/23/2013,BRONX,FALSE,18-24,M,BLACK,40.8598187,-73.90030571
6/22/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.69854853,-73.94115263
6/22/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.69641169,-73.9424291
6/22/2013,BROOKLYN,FALSE,45-64,F,BLACK,40.69641169,-73.9424291
6/22/2013,QUEENS,TRUE,25-44,M,BLACK,40.70217714,-73.76593654
6/22/2013,STATEN ISLAND,FALSE,25-44,M,BLACK,40.61408175,-74.09752769
6/22/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.68107938,-73.94971652
6/22/2013,BRONX,FALSE,18-24,M,BLACK,40.82875347,-73.86659352
6/22/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.65819729,-73.95853903
6/22/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.82875347,-73.86659352
6/21/2013,BROOKLYN,FALSE,45-64,M,BLACK,40.64007244,-73.95520426
6/21/2013,BRONX,FALSE,18-24,M,BLACK,40.85665432,-73.84387022
6/21/2013,BRONX,FALSE,18-24,M,BLACK,40.85665432,-73.84387022
6/21/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.66756166,-73.89670517
6/21/2013,BROOKLYN,FALSE,45-64,M,BLACK,40.65111464,-73.94380002
6/21/2013,QUEENS,FALSE,25-44,M,BLACK,40.70471271,-73.7989733
6/21/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.85665432,-73.84387022
6/21/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.85665432,-73.84387022
6/21/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.8596261,-73.86416934
6/19/2013,BROOKLYN,FALSE,45-64,M,BLACK,40.67467685,-73.94020708
6/19/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66589825,-73.95774619
6/18/2013,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.85795235,-73.86323195
6/17/2013,BRONX,FALSE,18-24,M,BLACK,40.85633016,-73.89581103
6/17/2013,STATEN ISLAND,FALSE,25-44,F,BLACK,40.63406426,-74.13462458
6/17/2013,STATEN ISLAND,FALSE,25-44,M,BLACK,40.63935006,-74.08613422
6/17/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.6418906,-73.89467661
6/17/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.6734194,-73.8676036
6/17/2013,BROOKLYN,FALSE,18-24,F,BLACK,40.64317219,-73.93141738
6/17/2013,BROOKLYN,FALSE,18-24,M,BLACK,40.64317219,-73.93141738
6/17/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66600442,-73.92903085
6/17/2013,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.66684986,-73.78940977
6/17/2013,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.83594085,-73.88646463
6/16/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.68423053,-73.91082345
6/16/2013,MANHATTAN,FALSE,45-64,M,BLACK,40.80922268,-73.93811024
6/16/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.67089521,-73.93649068
6/16/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.67660328,-73.91416462
6/16/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.66952742,-73.89423283
6/16/2013,BROOKLYN,FALSE,25-44,M,BLACK,40.71744738,-73.94028212
6/16/2013,BROOKLYN,TRUE,18-24,M,BLACK,40.62252989,-73.92624952
